course_name,course_url,course_logo_url,category,difficulty,description,rating,enrollment_count
Python Fundamentals for Designers,https://www.coursera.org/learn/python-fundamentals-for-designers,https://s3.amazonaws.com/coursera-course-photos/8a/8e4ccd7fda49eca3254bd0308b3801/Page-Cover-03.jpg,Interactive Data Visualization,BEGINNER,"Interactive Design, Programming Principles, Visualization (Computer Graphics), Python Programming, Graphic and Visual Design, Computer Graphics, Computational Logic, Computer Programming, Data Import/Export, Data Structures",5,6
Linux for Security Experts,https://www.coursera.org/learn/codio-linux-for-security-experts,https://s3.amazonaws.com/coursera-course-photos/02/b4249fd70b46718d36821485689f21/squarelxicon.png,Vulnerability Scanning,BEGINNER,"Vulnerability Assessments, Linux, Linux Administration, Network Security, Role-Based Access Control (RBAC), Identity and Access Management, Linux Commands, Network Monitoring, System Monitoring, Network Administration, Hardening, Continuous Monitoring, Information Systems Security, Security Controls, Wireless Networks, Firewall, Penetration Testing, Cybersecurity, Threat Detection",5,6
"Red de sentidos: Arte, educación y procesos creativos",https://www.coursera.org/learn/red-de-sentidos,https://s3.amazonaws.com/coursera-course-photos/8e/9e5075c19043278c56c0f82a217f69/LogoFBB.jpg,Curriculum Planning,BEGINNER,"Aesthetics, Education and Training, Instructional and Curriculum Design, Lesson Planning, Research, Teaching, Liberal Arts, Pedagogy, Curriculum Development, Course Development, Interactive Learning, Creativity, Instructional Strategies, Mathematics Education, Culture, Science and Research, Storytelling, Social Sciences, Cultural Responsiveness",4.9,110
Marco web Django,https://www.coursera.org/learn/django-web-framework-es,https://s3.amazonaws.com/coursera-course-photos/91/e27ff4f78942848ad3b0266e14dbfc/back-end-dev3.png,Django (Web Framework),BEGINNER,"Web Development, Web Servers, Web Applications, MySQL, Back-End Web Development, Application Security, Object-Relational Mapping, Restful API, Database Management, Server Side, HTML and CSS, User Accounts, Databases, Data Modeling, Virtual Environment, Command-Line Interface",4.7,26
The Fall and Rise of Jerusalem,https://www.coursera.org/learn/jerusalem,https://s3.amazonaws.com/coursera-course-photos/08/9a8b00b2ec11e5a353d5cb07d03c71/The-Fall-and-Rise-of-Jerusalem.jpg,International Relations,MIXED,"Timelines, Governance, Investigation, Socioeconomics, Research",4.6,341
Mejora tu salud física y mental con técnicas psicocorporales,https://www.coursera.org/learn/salud-fisica-mental-tecnicas-psicocorporales,https://s3.amazonaws.com/coursera-course-photos/bf/18de6ebc1d4c69a6443c71ad8d7a09/Salud-fisica_-tecnicas-psicocorporales.jpg,Stress Management,INTERMEDIATE,"Mental Health, Personal Development, Resilience, Behavioral Health, Self-Awareness, Physical Therapy, Emotional Intelligence, Mental Concentration, Preventative Care, Injury Prevention, Respiration, Anatomy",,0
Globalisation and health governance,https://www.coursera.org/learn/globalisation-health-governance,https://s3.amazonaws.com/coursera-course-photos/5a/331b7e90bc4ded87f85170ad77fb21/Global-Health-Challenges-and-Governance-1-.jpg,Advocacy,BEGINNER,"Socioeconomics, Governance, Research, Economics",4.8,6
Finanzas para todos ,https://www.coursera.org/learn/finanzas-para-todos,https://s3.amazonaws.com/coursera-course-photos/53/d0384f24274ca88f89843915f59c9f/pexels-mohamed-hamdi-16282306-2-.jpg,Financial Statements,BEGINNER,"Financial Statement Analysis, Financial Accounting, Income Statement, Accounting, Financial Analysis, Balance Sheet, Working Capital",4.6,12
Publicidad,https://www.coursera.org/learn/publicidad,https://s3.amazonaws.com/coursera-course-photos/03/6bfcbcf37d4b97923c12387ff21c89/Publicidad-principal-800x800.jpg,Advertising,BEGINNER,"Social Media Management, Marketing Communications, Advertising Campaigns, Social Media, Integrated Marketing Communications, Marketing, Strategic Communication, Promotional Strategies, Media Planning, Communication Strategies, Marketing Management, Communication, Digital Marketing, Target Audience",3.3,3
Program Management Supporting Process,https://www.coursera.org/learn/pmi-pgmp-certification-prep-program-management-supporting-process,https://s3.amazonaws.com/coursera-course-photos/87/06ae80205b45d89327a36d4df62e9a/PgMP-4-1-.png,Program Management,INTERMEDIATE,"Project Closure, Project Schedules, Risk Mitigation, Project Management Life Cycle, Risk Analysis, Risk Management, Project Risk Management, Quality Management, Resource Management, Financial Management, Communication Planning, Cost Management, Stakeholder Management, Procurement, Strategic Communication",5,1
SOAR for Enterprise Security,https://www.coursera.org/learn/codio-soar-for-enterprise-security,https://s3.amazonaws.com/coursera-course-photos/71/286d3b06ae48a9b56fd818fc9eb8ac/soar-icon.png,Computer Security Incident Management,BEGINNER,"Incident Management, Incident Response, Security Management, Threat Management, Event Monitoring, Security Information and Event Management (SIEM), Enterprise Security, Cyber Operations, Information Technology Operations, Automation",4.9,8
Climate Resilience and Urban Sustainability,https://www.coursera.org/learn/climate-resilience-and-urban-sustainability,https://s3.amazonaws.com/coursera-course-photos/3d/73b098d91249689e7fe3d6e51e32b9/C1-Logo.jpg,Systems Thinking,BEGINNER,"Land Management, Land Development, Community Development, Environmental Policy, Architectural Design, Environmental Issue, Environment, Socioeconomics, Diversity Equity and Inclusion Initiatives, Public Policies, Mitigation",5,1
Information Systems Operations and Business Resiliency,https://www.coursera.org/learn/packt-information-systems-operations-and-business-resiliency-2vnofe,https://s3.amazonaws.com/coursera-course-photos/96/265ebd67ad40068f45bcae8fe3d032/image3.jpg,Data Governance,INTERMEDIATE,"Database Management, Incident Management, Problem Management, Disaster Recovery, Service Management, Asset Management, Business Continuity, Service Level Agreement, Information Technology Operations, Information Systems, IT Infrastructure, Security Controls, Data Integrity, Compliance Auditing, Auditing, System Implementation, Business Risk Management, Change Control, Computer Hardware",4.7,3
Fundamentos de Derecho Mercantil Internacional,https://www.coursera.org/learn/derecho-mercantil-internacional,https://s3.amazonaws.com/coursera-course-photos/b1/c9ceebbd144dbb8c7ae7673d3d5ccf/course_image.jpg,Tax Laws,BEGINNER,"International Finance, Tax, International Relations, Law, Regulation, and Compliance, Export Control, Financial Regulation, Tax Compliance, Economics, Banking, Contract Management, E-Commerce, Investments",4.8,12
Open Source Programming - Master's,https://www.coursera.org/learn/illinois-tech-open-source-programming-mit,https://s3.amazonaws.com/coursera-course-photos/89/a24e703884484aa30e7366720d4383/info-tech-4.jpg,Test Driven Development (TDD),INTERMEDIATE,"Python Programming, Object Oriented Programming (OOP), Scripting Languages, Computer Programming, Web Development, Program Development, Open Source Technology, Data Processing, Database Application, Data Structures, User Interface (UI), File Management",4,1
Advanced DevOps Tools and Practices,https://www.coursera.org/learn/packt-advanced-devops-tools-and-practices-tgusu,https://s3.amazonaws.com/coursera-course-photos/21/6c75961c294fbb82455edf5c5d088f/image24.jpg,Ansible,INTERMEDIATE,"Docker (Software), Kubernetes, CI/CD, Containerization, Prometheus (Software), DevOps, System Monitoring, Jenkins, YAML, Grafana, Application Deployment, Scalability, Microservices, Software Quality Assurance",3,2
Governance and Strategy,https://www.coursera.org/learn/cybersecurity-governance-and-strategy,https://s3.amazonaws.com/coursera-course-photos/83/3a80321aef4dea974ba09a19e6c644/Coursera-Cybersecurity-Leadership-and-Management-600x600.png,Cyber Governance,MIXED,"Security Strategy, Security Management, Incident Management, Cyber Security Strategy, Business Continuity Planning, IT Security Architecture, Computer Security Incident Management, Business Continuity, Cyber Security Policies, Disaster Recovery, Governance, Contingency Planning, Asset Management, Cyber Security Assessment, Risk Analysis, Risk Management, Strategic Planning, Business Risk Management, Resource Management",4.6,39
Secure Coding in Laravel,https://www.coursera.org/specializations/secure-coding-in-laravel,https://d15cw65ipctsrr.cloudfront.net/cc/27d52c368344f294e35ad9b5e160cc/Coursera_Secure_Coding_in_Laravel_600x600.png,Secure Coding,BEGINNER,"Distributed Denial-Of-Service (DDoS) Attacks, Application Security, Security Testing, Authorization (Computing), Authentications, Data Validation, Encryption, Security Controls, Data Security, Vulnerability Scanning, Role-Based Access Control (RBAC), Verification And Validation, Intrusion Detection and Prevention, Security Awareness, Web Servers, Continuous Monitoring, User Accounts, Web Applications, Configuration Management",5.0,19
Protection of Information Assets,https://www.coursera.org/learn/packt-protection-of-information-assets-2vnoe,https://s3.amazonaws.com/coursera-course-photos/8f/2bdb116f884cba88d3c8ef6399e671/image3.jpg,Data Loss Prevention,INTERMEDIATE,"Security Testing, Network Security, Cryptography, Security Controls, Cloud Security, Encryption, Data Security, Information Assurance, Cybersecurity, Identity and Access Management, Cloud Computing, Penetration Testing, Personally Identifiable Information, Cyber Risk, Vulnerability Scanning, Authorization (Computing), Incident Management",5,3
Introduction to Particle Accelerators (NPAP MOOC),https://www.coursera.org/learn/introduction-particle-accelerators,https://s3.amazonaws.com/coursera-course-photos/19/d799189d914dc8b4f8d6b2d53e6da3/MOOC-1-logo.png,High Voltage,INTERMEDIATE,"Equipment Design, Machine Controls, Semiconductors, Physics, Electrical Engineering, Mechanics, Science and Research, Experimentation, Simulation and Simulation Software, General Science and Research",4.7,198
Foundations of Oracle Database Administration,https://www.coursera.org/learn/packt-foundations-of-oracle-database-administration-5d9rn,https://s3.amazonaws.com/coursera-course-photos/bd/47bb93aeb5414083b105a3f71676ef/V21089.jpg,Oracle Databases,INTERMEDIATE,"Database Administration, Relational Databases, Database Management Systems, Database Architecture and Administration, Database Systems, Database Management, Multi-Tenant Cloud Environments, Software Installation, System Configuration, SQL, Virtual Machines",5,1
"Electrónica Digital Bit a Bit: Fundamentos, Verilog y FPGA",https://www.coursera.org/learn/electronica-digital-bit-a-bit-fundamentos,https://s3.amazonaws.com/coursera-course-photos/d4/4b93b4124140c293745d55c53c5181/Electronica-Digital-Bit-a-Bit---Fundamentos-Verilog-y-FPGA.jpg,Field-Programmable Gate Array (FPGA),MIXED,"Hardware Design, Computational Logic, Computer-Aided Design, Electronic Hardware, Electrical and Computer Engineering, Semiconductors, Technical Design, Electronic Components, Simulation and Simulation Software",4.6,62
Management,https://www.coursera.org/learn/cybersecuritymanagement,https://s3.amazonaws.com/coursera-course-photos/0a/7584c911bb47be983066b57d16a27c/clm_600x600.png,Security Management,BEGINNER,"Cyber Governance, IT Management, Cybersecurity, Cyber Security Strategy, Cyber Risk, Cyber Security Policies, Security Strategy, Key Performance Indicators (KPIs), Technical Communication, Risk Management, Corporate Communications, Communication, Change Management",4.7,39
AWS Database Specialty Certification,https://www.coursera.org/learn/aws-database-spciality-certification,https://s3.amazonaws.com/coursera-course-photos/b0/bfcc46d81d496e96b366127373aefb/AWS---Database---Security---Logo.jpg,Amazon Web Services,BEGINNER,"Amazon CloudWatch, Amazon DynamoDB, Oracle Databases, Amazon Redshift, Data Migration, Database Architecture and Administration, Database Management, Database Systems, Disaster Recovery, Databases, Relational Databases, AWS Identity and Access Management (IAM), AWS CloudFormation, Cloud Security, Key Management, Encryption, Amazon S3, Virtual Private Networks (VPN), General Networking",5,32
AIX Operating System Fundamentals,https://www.coursera.org/learn/aix-basics,https://s3.amazonaws.com/coursera-course-photos/fd/41939a07eb4af8a38ad330c7cbc17b/logo-2.jpg,Shell Script,BEGINNER,"File Management, File Systems, Unix, Unix Commands, Scripting, Scripting Languages, Operating Systems, Command-Line Interface, OS Process Management, Identity and Access Management, System Configuration",5,1
Egypt before and after pharaohs. ,https://www.coursera.org/learn/egypt-sapienza,https://s3.amazonaws.com/coursera-course-photos/27/eb31d065c411e798b459e2698a2d6e/buzi-1.jpg,Social Studies,BEGINNER,"Cultural Diversity, Culture, Anthropology, Liberal Arts, International Relations, Political Sciences",4.5,149
Introduction to Linear Algebra and Python,https://www.coursera.org/learn/linear-algebra-python-intro,https://s3.amazonaws.com/coursera-course-photos/8c/bdd00632b543c2ae54d791991386b1/HOWARD_CLOCKTOWER_LOGO_2.png,Linear Algebra,BEGINNER,"Data Visualization, NumPy, Jupyter, Mathematical Modeling, Data Science, Python Programming, Data Analysis, Software Installation, Git (Version Control System)",4.3,15
أساسيات الإدارة الرشيقة | Lean Management Fundamentals,https://www.coursera.org/learn/lean-management-fundamentals,https://s3.amazonaws.com/coursera-course-photos/0e/0e73bf925a44e38ad880408a80222e/shutterstock_2127829151.jpg,Lean Methodologies,INTERMEDIATE,"Waste Minimization, Kaizen Methodology, Operational Efficiency, Process Improvement and Optimization, Process Analysis, Change Management, Continuous Improvement Process, Employee Training, Key Performance Indicators (KPIs), Root Cause Analysis",4.8,82
Connect with Diverse Audiences during a Public Health Crisis,https://www.coursera.org/learn/diverse-audiences-public-health-crisis,https://s3.amazonaws.com/coursera-course-photos/c8/df936684f548c0a99d9f36886fa9b5/AdobeStock_170386650_C3-logo.jpeg,Persuasive Communication,BEGINNER,"Cultural Responsiveness, Interviewing Skills, Cultural Sensitivity, Public Affairs, Cultural Diversity, Media and Communications, Diversity Awareness, Interpersonal Communications, Rapport Building, Non-Verbal Communication",4.0,21
Heavy Manufacturing of Typical Static Equipment,https://www.coursera.org/learn/heavy-manufacturing-of-typical-static-equipment,https://s3.amazonaws.com/coursera-course-photos/88/2720adadef49aabe4ff68f34de5802/HM4.jpg,Equipment Design,INTERMEDIATE,"Plant Operations and Management, Manufacturing Processes, Process Engineering, Mechanical Engineering, Manufacturing Operations, Process Control, Manufacturing Standards, Mechanical Design, Engineering Practices, Engineering, Quality Assurance, Thermal Management",4.8,4
Cómo captar talento en la era de la digitalización,https://www.coursera.org/learn/captar-talento-en-la-era-de-la-digitalizacion,https://s3.amazonaws.com/coursera-course-photos/98/85564a84f74a1f96dd6918bc6e5230/Logo-PTO4.png,Talent Recruitment,BEGINNER,"Talent Acquisition, Recruitment, Recruitment Strategies, Employee Onboarding, Talent Management, Talent Sourcing, Interviewing Skills, Human Resources, Performance Appraisal, Job Analysis, Organizational Structure",4.5,6
Storytelling / Re-brand your Brand,https://www.coursera.org/learn/storytelling-re-brand-your-brand,https://s3.amazonaws.com/coursera-course-photos/42/8796b564c3476e8004cdbb7315194f/storytelling-story-telling-business-technology-concepto-2021.jpg,Storytelling,INTERMEDIATE,"Data Storytelling, Brand Strategy, Presentations, Branding, Strategic Communication, Content Creation, Marketing Communications, Content Marketing, Communication, Data Visualization",4.2,17
Data Analysis and Visualization with Python,https://www.coursera.org/learn/data-analysis-and-visualization-with-python,https://s3.amazonaws.com/coursera-course-photos/17/02708fb4a942a0a7086843aa475634/shutterstock_2184868333.jpg,Matplotlib,BEGINNER,"NumPy, Plot (Graphics), Pandas (Python Package), Data Structures, Data Visualization Software, Data Analysis, Scatter Plots, Python Programming, Data Science, File Management, Data Processing, Data Manipulation, Data Import/Export, Debugging",4.7,11
ELL Success in the Content Classroom: Teacher Toolbox Series,https://www.coursera.org/specializations/ell-teaching,https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Thumbnails%20of%20Banner%20%28Logos%29/ELL_ASU_banner_thumbnail_flipped.jpg,Lesson Planning,INTERMEDIATE,"Teaching, Parent Communication, Differentiated Instruction, Student Engagement, Instructional Strategies, Community Outreach, Peer Review, Developing Training Materials, Cultural Diversity, Curriculum Development, Language Learning, Cultural Sensitivity, Instructional Design, Grammar, Diversity Awareness, Vocabulary, Grading (Landscape), Collaboration, Relationship Building",4.6,247
Concepts of Heavy Lifting,https://www.coursera.org/learn/concepts-of-heavy-lifting,https://s3.amazonaws.com/coursera-course-photos/cd/e2b52b74a84a08bc9c88ef2ed29381/Heavy-Lifting-concept-.jpg,Mechanics,INTERMEDIATE,"Torque (Physics), Hydraulics, Structural Engineering, Structural Analysis, Mechanical Engineering, Construction Engineering, Equipment Design, Civil Engineering, Engineering Practices, Engineering, Engineering Analysis, Engineering Calculations, Manufacturing Processes, Estimation, Safety Assurance, Engineering Support",,0
Dell Technologies Customer Service for Technical Support,https://www.coursera.org/learn/dell-customer-service-for-tech-support-specialists,https://s3.amazonaws.com/coursera-course-photos/be/56b18bead54436a2f5fd6da19f1a36/5_tech-support-customer-service.png,Customer Service,BEGINNER,"Customer Relationship Building, Continuous Improvement Process, Performance Metric, Service Improvement, Customer Complaint Resolution, Client Support, Technical Support, Expectation Management, Rapport Building, De-escalation Techniques, Communication",5,5
مطوّر الواجهة الخلفية من Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer-ar,https://d15cw65ipctsrr.cloudfront.net/ec/8d2a54d09d4b5b8be080651f360729/Back-end-dev-ProCert.jpg,Restful API,BEGINNER,"Version Control, Full-Stack Web Development, Front-End Web Development, Django (Web Framework), MySQL, GitHub, Unit Testing, Database Management Systems, Git (Version Control System), Application Programming Interface (API), Database Design, API Design, Responsive Web Design, HTML and CSS, Pseudocode, Data Structures, Web Applications, Object Oriented Programming (OOP), Debugging",4.5,16
"Technical Troubleshooting: Diagnostics, Networks, Customers",https://www.coursera.org/learn/technical-troubleshooting-diagnostics-networks-customers,https://s3.amazonaws.com/coursera-course-photos/33/8cebc254b7406298dd14ff78e478b3/BATCH-6-1200X1200-6-.png,Network Troubleshooting,BEGINNER,"Network Performance Management, Technical Communication, Technical Support, Network Administration, Technical Documentation, Desktop Support, Debugging, Help Desk Support, Problem Management",5,1
The Complete Project Management Fundamentals Course,https://www.coursera.org/learn/packt-the-complete-project-management-fundamentals-course-7qka1,https://s3.amazonaws.com/coursera-course-photos/22/8f19f4d9744f428216c2861c372f59/V11604.jpg,Agile Project Management,INTERMEDIATE,"Agile Methodology, Project Coordination, Project Management, Jira (Software), Project Management Life Cycle, Risk Management, Budget Management, Change Management, Project Estimation, Milestones (Project Management), Sprint Planning, Backlogs, Project Finance, Microsoft Teams",,0
"AWS, JavaScript, React - Deploy Web Apps on the Cloud",https://www.coursera.org/specializations/packt-aws-javascript-react-deploy-web-apps-on-the-cloud,https://d15cw65ipctsrr.cloudfront.net/5d/ce586577704ecaaa488e96319973d7/V19685.jpg,AWS Identity and Access Management (IAM),INTERMEDIATE,"Linux Administration, Amazon Elastic Compute Cloud, Identity and Access Management, Cloud Computing, Cloud Infrastructure, Amazon Web Services, Linux Servers, Cloud Hosting, Cloud Platforms, Cloud Management, React.js, Full-Stack Web Development, Linux, Scalability, Infrastructure As A Service (IaaS), Web Applications, Application Development, User Interface (UI), Web Development",5,1
Conceptos básicos de React,https://www.coursera.org/learn/react-basics-es,https://s3.amazonaws.com/coursera-course-photos/2e/289c392ddc43f2a1c5840cdb8d0cec/iOS-dev8.png,Mobile Development,BEGINNER,"React.js, Event-Driven Programming, UI Components, Web Applications, HTML and CSS, JavaScript Frameworks, Front-End Web Development, Javascript",4.9,12
Introduction to Software Development and Applications,https://www.coursera.org/learn/introduction-to-software-development-and-applications,https://s3.amazonaws.com/coursera-course-photos/65/163d2f23db4589920db7f17d93681d/MSIS-Coursera-Course-Card.png,Systems Thinking,BEGINNER,"Software Visualization, Software Engineering, Object Oriented Programming (OOP), Software Development Life Cycle, Risk Management, Software Design, Application Development, Software Development, Business Architecture, Business Risk Management, User Centered Design, Process Design, System Design and Implementation",1.2,5
AWS: Databases,https://www.coursera.org/learn/aws-database,https://s3.amazonaws.com/coursera-course-photos/7b/e80f0f8ae5411ca0cfbfa0591aa304/AWS-Databases-2-.png,Amazon DynamoDB,INTERMEDIATE,"Amazon Redshift, Databases, Relational Databases, Apache Cassandra, NoSQL, Amazon S3, Data Warehousing, SQL, Redis, Scalability",5,1
Industrial Optimization: Models & Linear Programming,https://www.coursera.org/learn/industrial-optimization-models--linear-programming,https://s3.amazonaws.com/coursera-course-photos/34/37fdf635e14fcebd26169f70b26bc3/MSIS-Coursera-Course-Card.png,Operations Research,INTERMEDIATE,"Applied Mathematics, Mathematical Software, Linear Algebra, Mathematical Modeling, Algorithms, Business Modeling, Complex Problem Solving, Spreadsheet Software",5,1
Data Visualization with Tableau,https://www.coursera.org/learn/data-visualization-with-tableau,https://s3.amazonaws.com/coursera-course-photos/ea/d625c8ede449a8afa279796dfffd63/Data-Visualisation-in-Tableau-1-.jpg,Data Storytelling,BEGINNER,"Data Presentation, Dashboard, Data Visualization Software, Interactive Data Visualization, Tableau Software, Data Transformation, Exploratory Data Analysis, Scatter Plots, Heat Maps, Histogram",3.7,12
"Grouping, Testing & Quality Control of Pile Foundations",https://www.coursera.org/learn/grouping-testing--quality-control-of-pile-foundations,https://s3.amazonaws.com/coursera-course-photos/5f/87e4a696c141d1a4552219bb2e15cd/Testing-Pile.jpg,Product Testing,ADVANCED,"Structural Engineering, Construction Engineering, Construction Estimating, Civil Engineering, Construction Management, Verification And Validation, Finite Element Methods, Engineering Analysis, Safety Assurance, Engineering Calculations, Simulation and Simulation Software",5,3
Personal Training: Sales and Client Retention,https://www.coursera.org/learn/pt-sales-client-retention,https://s3.amazonaws.com/coursera-course-photos/30/9cec298c5944e89b42da9c701cbbac/ACE-Mover-800x800.png,Selling Techniques,BEGINNER,"Sales Strategy, Sales, Customer Retention, Sales Prospecting, Consultative Selling, Customer Acquisition Management, Customer and Client Support, Performance Measurement, Customer Relationship Building, Professional Development, Business Metrics, Community Development",5,3
Security Infrastructure Management,https://www.coursera.org/learn/codio-security-infrastructure-management,https://s3.amazonaws.com/coursera-course-photos/8f/abb11f116142aaac3e550297da9483/sim-icon.png,Endpoint Security,BEGINNER,"Infrastructure Security, Security Management, Network Security, Security Controls, Data Security, Security Strategy, Application Security, Cybersecurity, IT Infrastructure, Information Management, Enterprise Security, Data Integrity",5,6
Building React Application using ASP.NET MVC5,https://www.coursera.org/learn/react-mvc-app,https://s3.amazonaws.com/coursera-course-photos/46/9ae30724fc4d35892d0aa8eec25dcd/Building-React-Application-using-ASP.NET-MVC5.png,Restful API,INTERMEDIATE,"ASP.NET, .NET Framework, Application Programming Interface (API), JavaScript Frameworks, Secure Coding, JSON, React.js, Server Side, Object-Relational Mapping, Model View Controller, Web Applications, Back-End Web Development, Authentications, Authorization (Computing), Dependency Analysis, Data Validation",3.8,4
The Intel® AI Value,https://www.coursera.org/learn/the-intel-ai-value,https://s3.amazonaws.com/coursera-course-photos/a2/f88975d8e042a98ee3f2756d97eda8/The-Intel-r--AI-Value.jpg,Artificial Intelligence and Machine Learning (AI/ML),BEGINNER,"Artificial Intelligence, Technology Strategies, Company, Product, and Service Knowledge, Technology Solutions, Digital Transformation, Customer Analysis, Emerging Technologies, Business Technologies, Customer Engagement, Hardware Architecture, Deep Learning, Computer Hardware, Performance Analysis",4.1,13
Population Health: Predictive Analytics,https://www.coursera.org/learn/population-health-predictive-analytics,https://s3.amazonaws.com/coursera-course-photos/98/5c8fe0d18e4399a8faa8113f80a47e/Coursera-elements-PRED.png,Predictive Analytics,INTERMEDIATE,"R Programming, Statistical Modeling, Sample Size Determination, Regression Analysis, Risk Analysis, Data-Driven Decision-Making, Statistical Analysis, Medical Science and Research, Performance Testing, Data Validation",4.6,24
Fundamentals of Customer Acquisition Management,https://www.coursera.org/learn/fundamentals-of-customer-acquisition-management,https://s3.amazonaws.com/coursera-course-photos/70/d3a17b029b40b1b8d6bfe32e5f973e/BATCH-6-1200X1200-1-.png,Customer Acquisition Management,BEGINNER,"Marketing Analytics, Branding, Customer Engagement, Target Audience, Lead Generation, Customer Insights, Marketing Channel, Marketing, Customer Retention, Marketing Effectiveness, Brand Loyalty, Brand Strategy",4.7,10
Plataformas para procesar datos no tradicionales​,https://www.coursera.org/specializations/plataformas-para-procesar-datos-no-tradicionales,https://d15cw65ipctsrr.cloudfront.net/3f/923589e77849fc9cb370e7a7d7d58e/Recurso-2logo-plataformas.png,Spatial Analysis,BEGINNER,"NoSQL, Spatial Data Analysis, Geospatial Mapping, Geographic Information Systems, Public Cloud, Big Data, MongoDB, Apache Hadoop, Apache Spark, Distributed Computing, Data Architecture, Cloud Platforms, Cloud Services, Database Systems, Cloud Computing, Scalability, Environmental Monitoring, File Systems, Image Analysis",4.1,9
Organizaciones data-driven: principios y prácticas,https://www.coursera.org/specializations/organizaciones-data-driven-principios-y-practicas,https://d15cw65ipctsrr.cloudfront.net/83/0226513a114e7e9380b5be1bdffe2a/especialziacion.jpg,Data Storytelling,BEGINNER,"Data Presentation, Data Governance, Data Collection, Process Improvement, Data Strategy, Data-Driven Decision-Making, Performance Improvement, Data Visualization Software, Data Management, Agile Project Management, Business Intelligence, Data Infrastructure, Organizational Leadership, Business Leadership, Strategic Decision-Making, Project Management, Data Analysis, Business Analytics, Data Ethics",4.7,20
Finanzas de Start Up y Valuación de Proyectos,https://www.coursera.org/learn/finanzas-de-start-up-valuacion-de-proyectos,https://s3.amazonaws.com/coursera-course-photos/8a/f54653596a4c9cb51eb976335a7ee1/iniciar-negocios-personas-creativas-conceptuales-1.jpg,Business Modeling,BEGINNER,"Financial Analysis, Risk Analysis, Strategic Thinking, Project Finance, Cash Flow Forecasting, Sales Presentations, Business Valuation, Financial Modeling, Entrepreneurship, Business Strategies, Working Capital",4.8,12
Biostatistics Study Design and Analysis for Grant Writing,https://www.coursera.org/learn/biostatistics-study-design-and-analysis-for-grant-writing,https://s3.amazonaws.com/coursera-course-photos/c9/d9d62e95e341fc89705c342de2793b/Logo-Elements_Full-Logo.png,Sample Size Determination,INTERMEDIATE,"Biostatistics, Statistical Analysis, Data Analysis, Clinical Research, Statistical Methods, Science and Research, Statistical Hypothesis Testing",5,4
AWS Certified Data Analytics Specialty (2023) Hands-on,https://www.coursera.org/specializations/packt-aws-certified-data-analytics-specialty-2023-hands-on,https://d15cw65ipctsrr.cloudfront.net/14/8514bd3aab4aafb8df047ed5bcac50/V14933.jpg,Amazon DynamoDB,BEGINNER,"Amazon S3, AWS Kinesis, Amazon Redshift, AWS SageMaker, Data Warehousing, Real Time Data, Apache Hadoop, Amazon CloudWatch, Apache Spark, Cloud Storage, Data Pipelines, Data Management, PySpark, Dashboard, Apache Hive, Data Storage Technologies, Data Visualization Software, Data Processing, Data Storage",5,1
 Atención inclusiva al público con discapacidad,https://www.coursera.org/learn/mooc-atencion-inclusiva-al-publico-con-discapacidad,https://s3.amazonaws.com/coursera-course-photos/4e/a3b87436c04644a50b21af4b146b14/800x800.jpg,Disabilities,BEGINNER,"Customer Service, Caregiving, Diversity and Inclusion, Diversity Awareness, Health Care Procedure and Regulation",3,1
Construction of Precast System,https://www.coursera.org/learn/construction-of-precast-system,https://s3.amazonaws.com/coursera-course-photos/16/249e5dddab46d2b439ebb4c390b874/Construction-of-Precast-System.jpg,Shop Drawing,ADVANCED,"Drafting and Engineering Design, Assembly Drawing, Architectural Drawing, As-Built Drawings, Structural Engineering, Structural Analysis, Building Design, Manufacturing Processes, Design Specifications, Construction Management, Construction Engineering, Architecture and Construction, Engineering Practices, Process Validation, Production Process, Engineering Tolerance, Manufacturing Standards, Civil Engineering, Manufacturing and Production",5,1
Introduction to OpenStack and Kubernetes Orchestrators,https://www.coursera.org/learn/juniper-openstack-and-kubernetes,https://s3.amazonaws.com/coursera-course-photos/5b/ee3f2e0faa4941a8d71d0615082d0f/210469_DIGITAL_Coursera-Image-Selection_1200x1200_2.png,Application Deployment,BEGINNER,"Kubernetes, Cloud Infrastructure, Cloud Computing, Cloud Management, Virtualization and Virtual Machines, YAML, Containerization, Infrastructure as Code (IaC), General Networking, Command-Line Interface, Network Security",3.7,16
"Advanced Network Services, Security, and Programmability",https://www.coursera.org/learn/packt-advanced-network-services-securting-and-programmability-tdj9e,https://s3.amazonaws.com/coursera-course-photos/31/bae37ced4347f8952c3bd4fe8025b3/V31811.jpg,Network Security,ADVANCED,"Wireless Networks, Network Administration, Ansible, Dynamic Host Configuration Protocol (DHCP), Network Infrastructure, TCP/IP, Software-Defined Networking, Network Performance Management, Network Monitoring, Network Troubleshooting, Local Area Networks, Network Protocols, Firewall, Routing Protocols, Virtual Local Area Network (VLAN), System Monitoring, Encryption, Authentications",5,3
Contemporary Garden City Concept from Asia,https://www.coursera.org/learn/contemporary-garden-city-concept-from-asia,https://s3.amazonaws.com/coursera-course-photos/de/6e12cf81f94fec9d127bb0b26d53ab/20240806CGA_SNSpic.jpg,Land Management,BEGINNER,"Landscape Architecture, Community Development, Environmental Issue, Geographic Information Systems, Spatial Analysis, Environment and Resource Management, Economic Development, Environment",4.7,12
